EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss
1.8,36,M,married,12,government,6,Y,N,Domestic,0
2,36,F,married,12,personal,6,Y,N,Imported,2488.1
2,34,M,married,12,company,6,N,N,Imported,0
2,33,M,married,12,company,6,N,N,Domestic,0
1.8,60,M,married,12,personal,5,Y,N,Domestic,0
1.6,49,M,married,12,personal,5,Y,N,Domestic,0
1.8,46,M,married,12,personal,5,Y,N,Domestic,0
1.8,44,F,married,12,government,5,N,N,Domestic,0
1.8,41,M,married,12,government,5,Y,N,Domestic,0
1.8,40,M,married,12,company,5,N,N,Domestic,0
1,37,M,married,12,government,5,Y,N,Domestic,160
1.8,37,M,married,12,company,5,N,N,Domestic,0
2,36,M,married,12,company,5,N,N,Domestic,0
1.8,35,M,unmarried,12,personal,5,Y,Y,Domestic,0
2,35,M,married,12,company,5,Y,Y,Domestic,0
1.8,33,M,married,12,company,5,Y,N,Domestic,0
1.8,58,M,married,12,personal,4,N,N,Domestic,12960
1.8,50,F,married,12,company,4,N,N,Domestic,0
1.8,37,M,married,12,personal,4,N,N,Domestic,21896
2.4,37,M,married,12,company,4,Y,N,Imported,0
1.2,36,M,married,12,personal,4,N,Y,Domestic,400
1.6,34,M,married,12,government,4,Y,N,Domestic,0
1.8,34,M,married,12,company,4,Y,Y,Domestic,0
2,59,M,married,12,company,3,Y,N,Domestic,0
1.8,50,M,married,12,personal,3,Y,N,Domestic,0
1.8,49,F,married,12,company,3,N,N,Domestic,0
1.8,46,M,married,12,personal,3,Y,Y,Imported,0
1.8,43,M,married,12,personal,3,Y,N,Domestic,0
1.8,42,M,married,12,personal,3,Y,Y,Domestic,0
1.8,41,M,married,12,company,3,N,N,Imported,0
1.8,38,M,married,12,personal,3,Y,N,Domestic,0
1.8,37,M,married,12,personal,3,N,Y,Domestic,0
2,37,M,married,12,company,3,N,N,Imported,0
1.8,31,M,married,12,company,3,Y,N,Domestic,353.3
3,31,M,married,12,government,3,Y,N,Domestic,0
1.6,56,M,married,12,personal,2,Y,N,Domestic,0
1.2,52,M,married,12,personal,2,Y,N,Domestic,0
1.8,43,M,married,12,personal,2,Y,N,Imported,0
1.2,41,M,married,12,company,2,Y,N,Domestic,37968
2,41,M,married,12,personal,2,Y,N,Imported,0
1.4,39,M,married,12,personal,2,Y,N,Domestic,0
1.8,39,F,married,12,personal,2,Y,N,Imported,0
1.8,37,M,married,12,government,2,Y,N,Imported,0
1.8,37,M,married,12,company,2,Y,N,Imported,0
2.8,36,M,married,12,personal,2,N,N,Imported,0
1.6,34,M,married,12,government,2,Y,N,Domestic,0
1.8,34,M,married,12,government,2,Y,Y,Domestic,0
1.8,34,M,married,12,government,2,Y,N,Imported,0
2.3,34,M,married,12,company,2,Y,N,Imported,0
2.4,34,M,married,12,personal,2,Y,Y,Domestic,0
1,30,M,married,12,company,2,Y,N,Domestic,0
2.5,62,F,married,12,personal,1,Y,N,Imported,1127
2,54,M,married,12,personal,1,N,Y,Imported,0
1.8,52,M,married,12,company,1,N,Y,Domestic,0
1.8,52,M,married,12,personal,1,Y,Y,Domestic,0
1.8,50,M,married,12,personal,1,Y,N,Domestic,384
1.8,50,M,married,12,personal,1,Y,N,Domestic,4320
2,50,M,married,12,personal,1,Y,N,Imported,892.4
1.6,49,M,married,12,personal,1,Y,N,Domestic,336
1.8,48,M,married,12,personal,1,Y,N,Domestic,0
1.8,47,M,married,12,personal,1,Y,N,Domestic,0
1.8,47,M,married,12,company,1,Y,N,Domestic,14422
2,47,M,married,12,company,1,Y,N,Imported,0
1.6,46,M,married,12,personal,1,Y,N,Domestic,156
1.8,46,M,married,12,personal,1,N,N,Domestic,0
1.6,45,M,unmarried,12,personal,1,Y,Y,Domestic,1734.4
1.8,45,M,married,12,personal,1,Y,N,Domestic,0
2.4,45,M,married,12,personal,1,Y,N,Imported,0
2,44,M,married,12,personal,1,Y,N,Imported,0
2,44,M,married,12,company,1,N,N,Imported,0
1.8,43,M,married,12,company,1,Y,N,Imported,0
1.4,42,F,married,12,personal,1,Y,N,Domestic,225
1.6,42,M,married,12,personal,1,Y,N,Domestic,0
1.8,42,M,married,12,personal,1,Y,N,Domestic,0
2,42,M,married,12,personal,1,Y,N,Imported,1376.8
1.6,41,M,married,12,personal,1,Y,N,Domestic,0
1.8,41,F,married,12,personal,1,Y,N,Imported,0
1.8,41,M,married,12,company,1,Y,N,Domestic,0
1.8,41,F,married,12,company,1,Y,N,Imported,0
2,41,M,married,12,personal,1,Y,Y,Imported,1122.4
1.6,40,F,married,12,personal,1,Y,N,Domestic,0
1.6,40,M,married,12,personal,1,Y,N,Domestic,178
3,40,M,married,12,personal,1,Y,N,Imported,0
1.6,38,M,married,12,personal,1,Y,N,Domestic,88
1.6,38,M,married,12,personal,1,Y,N,Domestic,1242.4
1.6,38,M,unmarried,12,personal,1,Y,N,Domestic,4240
1.8,38,M,married,12,personal,1,Y,Y,Imported,0
1.8,38,M,married,12,personal,1,Y,N,Domestic,0
1.6,37,M,married,12,personal,1,Y,N,Domestic,0
1.6,37,M,married,12,company,1,Y,N,Domestic,0
1.8,37,M,married,12,personal,1,Y,Y,Imported,0
1.8,37,M,married,12,company,1,Y,N,Imported,0
2.3,37,M,married,12,company,1,Y,N,Imported,0
3,37,M,married,12,personal,1,Y,N,Imported,7128
1.3,36,F,married,12,personal,1,Y,N,Domestic,1023.4
1.6,36,M,married,12,personal,1,Y,Y,Imported,0
1.8,36,M,married,12,company,1,Y,Y,Domestic,0
1.8,36,M,married,12,government,1,Y,N,Imported,0
1.8,36,M,married,12,company,1,Y,N,Domestic,0
1.8,36,M,married,12,personal,1,Y,N,Imported,432
2.4,36,M,married,12,personal,1,Y,Y,Imported,0
2,35,M,married,12,personal,1,Y,N,Imported,1279.3
2.3,35,M,married,12,personal,1,Y,N,Imported,0
1.8,34,M,unmarried,12,personal,1,N,Y,Domestic,0
1.8,34,M,married,12,personal,1,Y,N,Imported,0
1.8,34,M,married,12,government,1,Y,N,Domestic,0
2,34,M,married,12,personal,1,N,N,Domestic,23834
1,33,M,married,12,company,1,Y,N,Domestic,0
1.6,33,M,married,12,personal,1,Y,N,Domestic,0
1.8,33,M,married,12,government,1,Y,N,Domestic,0
1.8,33,M,married,12,personal,1,Y,N,Domestic,0
2.8,33,M,married,12,personal,1,Y,N,Imported,0
1.6,32,M,married,12,personal,1,Y,N,Domestic,0
1.6,32,F,married,12,personal,1,Y,N,Domestic,0
1.6,32,F,married,12,personal,1,Y,N,Domestic,0
1.8,32,M,married,12,personal,1,Y,Y,Domestic,0
1.6,31,F,married,12,personal,1,Y,N,Domestic,0
1.8,31,M,married,12,company,1,Y,N,Domestic,0
1.8,31,M,married,12,company,1,Y,N,Domestic,2707.5
1.8,56,M,married,11,personal,9,Y,Y,Domestic,0
1.6,40,F,married,11,government,9,Y,Y,Domestic,0
1.8,31,M,married,11,personal,9,Y,N,Domestic,0
1.6,57,M,married,11,government,8,N,N,Domestic,0
1.8,33,M,married,11,company,8,Y,N,Domestic,0
1.8,33,M,married,11,personal,8,Y,N,Domestic,0
2,34,M,married,11,government,7,Y,N,Domestic,0
2.2,34,M,married,11,government,7,Y,N,Imported,0
1.8,32,M,married,11,government,7,N,N,Domestic,0
1.8,30,M,married,11,company,7,N,N,Domestic,0
1.8,42,M,married,11,personal,6,Y,N,Domestic,0
1.8,39,M,married,11,government,6,Y,N,Domestic,0
2.2,39,M,married,11,company,6,Y,N,Imported,656
1.6,36,M,married,11,personal,6,Y,N,Domestic,0
1.6,34,M,married,11,personal,6,Y,N,Domestic,396.4
2,33,M,married,11,government,6,Y,N,Domestic,0
1.8,29,M,married,11,personal,6,Y,N,Domestic,0
1.8,46,M,married,11,personal,5,N,N,Domestic,0
1.8,43,M,married,11,company,5,Y,N,Domestic,904.8
2,40,M,married,11,personal,5,N,N,Domestic,0
1.8,35,M,married,11,company,5,Y,N,Domestic,0
1.6,33,M,married,11,personal,5,Y,N,Domestic,0
1.8,31,M,married,11,company,5,N,N,Domestic,0
2,30,M,married,11,company,5,N,N,Imported,1133.9
1.8,46,M,married,11,personal,4,Y,Y,Domestic,0
1.8,45,M,married,11,personal,4,Y,N,Domestic,496
1.8,40,M,married,11,government,4,Y,N,Domestic,0
2.5,40,M,married,11,personal,4,Y,Y,Imported,0
1.8,34,M,married,11,personal,4,Y,N,Domestic,0
1.8,33,M,married,11,government,4,N,N,Imported,360
1.8,32,M,married,11,company,4,Y,Y,Domestic,0
1.8,42,M,married,11,company,3,N,N,Domestic,0
1.8,39,M,married,11,personal,3,Y,N,Imported,0
1.8,37,M,married,11,company,3,Y,N,Domestic,1124
2,35,M,married,11,company,3,N,Y,Domestic,355.2
1.6,34,F,married,11,personal,3,Y,N,Domestic,0
1.8,32,M,married,11,personal,3,Y,N,Domestic,1373.3
2,51,M,married,11,personal,2,N,N,Imported,0
1.4,46,M,married,11,personal,2,Y,N,Domestic,0
2.4,44,M,married,11,personal,2,Y,Y,Imported,0
1.8,42,M,married,11,personal,2,Y,N,Domestic,0
1.8,40,M,married,11,personal,2,Y,N,Domestic,0
3,40,M,married,11,personal,2,Y,N,Imported,720
1.6,35,M,married,11,personal,2,Y,N,Domestic,0
1.8,34,M,married,11,company,2,Y,Y,Domestic,0
1.2,31,M,married,11,company,2,Y,N,Domestic,0
1.6,55,M,married,11,personal,1,N,N,Domestic,1060
1.8,51,M,married,11,personal,1,Y,Y,Domestic,0
1.8,48,M,married,11,personal,1,Y,N,Imported,0
1.6,47,M,married,11,company,1,Y,N,Imported,515.2
1.8,44,M,married,11,personal,1,Y,N,Imported,356
1.8,44,M,married,11,personal,1,Y,N,Domestic,936
2,43,M,married,11,personal,1,Y,N,Domestic,0
1.8,42,M,married,11,personal,1,N,Y,Domestic,0
1.6,41,M,married,11,personal,1,Y,N,Domestic,0
1.6,40,M,married,11,personal,1,Y,N,Domestic,1120
1.8,40,M,married,11,personal,1,Y,N,Domestic,59440
1.4,38,M,married,11,personal,1,Y,N,Domestic,0
1.8,38,M,married,11,company,1,Y,N,Domestic,0
1.8,38,M,married,11,personal,1,Y,N,Domestic,300.6
2,38,M,married,11,personal,1,Y,N,Imported,0
2,37,F,married,11,personal,1,Y,Y,Imported,280
1.8,35,M,married,11,company,1,Y,Y,Imported,0
1.8,35,M,married,11,government,1,Y,N,Imported,1993.6
1.8,35,M,married,11,personal,1,Y,Y,Imported,16400
1.6,34,M,married,11,personal,1,Y,N,Domestic,0
1.8,34,M,married,11,personal,1,Y,N,Domestic,0
1.8,34,M,married,11,personal,1,Y,N,Domestic,0
2,34,M,married,11,company,1,Y,N,Imported,0
2,34,M,married,11,company,1,Y,N,Domestic,1228
1.8,33,M,married,11,government,1,Y,Y,Domestic,0
1.8,33,F,married,11,company,1,Y,Y,Domestic,0
1.8,33,M,married,11,government,1,Y,N,Domestic,0
2,31,M,married,11,government,1,Y,N,Imported,0
2.4,31,M,married,11,personal,1,N,N,Imported,0
2.8,31,M,married,11,company,1,Y,N,Imported,4950.4
1.6,30,M,married,11,personal,1,Y,N,Domestic,0
3,30,F,married,11,personal,1,Y,Y,Imported,1610.9
1.8,46,F,married,10,personal,10,Y,N,Imported,0
1.6,35,M,married,10,personal,10,Y,Y,Domestic,0
1.8,35,M,married,10,government,10,Y,Y,Domestic,0
1.8,33,M,married,10,personal,10,Y,N,Domestic,0
1.8,32,M,married,10,personal,10,Y,N,Domestic,352
1.6,45,M,married,10,personal,9,Y,Y,Domestic,463.2
1.6,47,M,married,10,personal,8,Y,N,Domestic,0
1.6,44,M,married,10,personal,8,Y,N,Domestic,0
1.8,40,M,married,10,government,8,Y,Y,Domestic,0
1.8,47,M,married,10,personal,7,Y,N,Domestic,0
2,44,M,married,10,company,7,N,N,Imported,0
1.8,43,M,married,10,company,7,Y,N,Domestic,0
1.6,40,M,married,10,personal,7,N,N,Domestic,1314.6
1.8,34,M,married,10,company,7,N,Y,Domestic,0
1.8,31,F,married,10,company,7,Y,N,Domestic,0
2,28,M,married,10,company,7,N,N,Domestic,0
2,51,M,married,10,personal,6,Y,N,Domestic,0
1.6,41,M,married,10,personal,6,Y,Y,Domestic,0
1.6,41,M,married,10,company,6,Y,N,Domestic,0
1.6,40,M,married,10,government,6,Y,N,Domestic,868
1.8,33,M,married,10,company,6,Y,N,Domestic,0
1.8,32,M,married,10,company,6,Y,N,Domestic,0
2,44,M,married,10,personal,5,N,Y,Imported,0
1.6,37,M,married,10,government,5,N,N,Domestic,0
2,37,M,married,10,personal,5,N,N,Imported,0
1.8,35,M,married,10,government,5,Y,N,Domestic,0
1.8,33,M,married,10,personal,5,Y,N,Domestic,0
1.8,30,M,married,10,company,5,Y,Y,Domestic,0
1,54,M,married,10,personal,4,N,Y,Domestic,0
1.6,45,M,married,10,personal,4,Y,N,Domestic,0
1.8,38,M,married,10,government,4,Y,N,Domestic,0
1,37,M,married,10,personal,4,Y,N,Domestic,0
2,36,M,married,10,company,4,N,N,Domestic,0
1.8,32,M,married,10,government,4,Y,N,Domestic,0
1.4,50,M,married,10,company,3,Y,N,Domestic,0
1.8,50,M,married,10,personal,3,N,N,Domestic,0
1.8,47,M,married,10,government,3,Y,N,Domestic,0
1.6,42,M,married,10,company,3,Y,N,Domestic,0
1.6,41,M,married,10,personal,3,Y,N,Domestic,0
1.8,41,F,married,10,personal,3,Y,N,Domestic,0
1.8,39,M,married,10,personal,3,Y,N,Domestic,0
1.8,39,M,married,10,company,3,N,N,Imported,0
1,37,M,married,10,personal,3,Y,N,Domestic,440
1.6,36,M,married,10,personal,3,Y,Y,Domestic,0
1,34,M,married,10,company,3,Y,N,Domestic,0
1.6,34,M,married,10,company,3,Y,N,Domestic,0
2.5,33,M,married,10,company,3,Y,N,Imported,0
2,32,M,married,10,personal,3,Y,N,Imported,0
2.8,32,M,married,10,company,3,Y,N,Imported,0
1.6,30,M,unmarried,10,company,3,Y,Y,Domestic,0
1.8,28,M,married,10,government,3,Y,Y,Imported,0
1.8,28,M,married,10,personal,3,Y,N,Domestic,0
1.6,53,M,married,10,personal,2,Y,N,Domestic,1367.2
2,50,M,married,10,personal,2,Y,N,Imported,0
1.8,47,M,married,10,government,2,Y,Y,Domestic,0
1.8,43,M,married,10,government,2,Y,N,Domestic,0
1.8,42,M,married,10,personal,2,Y,N,Domestic,0
1.8,41,M,married,10,company,2,Y,Y,Domestic,0
1.8,41,M,married,10,government,2,Y,Y,Domestic,2620
2,41,M,married,10,government,2,N,N,Imported,0
1.6,40,M,married,10,personal,2,Y,N,Domestic,0
1.6,38,M,married,10,government,2,Y,N,Domestic,3553.6
2,35,M,married,10,company,2,Y,N,Imported,0
1.8,34,M,married,10,government,2,Y,N,Domestic,0
1.8,34,M,married,10,company,2,N,N,Domestic,0
1.6,32,M,married,10,personal,2,Y,N,Domestic,0
1.8,31,M,married,10,company,2,Y,N,Imported,0
1.6,29,M,married,10,personal,2,N,Y,Domestic,0
1.8,28,M,married,10,personal,2,Y,Y,Domestic,0
1.8,50,M,married,10,personal,1,Y,N,Imported,1051.6
1.6,49,M,married,10,company,1,Y,N,Domestic,0
2,49,M,married,10,company,1,Y,N,Domestic,0
2.6,47,F,married,10,personal,1,Y,N,Imported,800
1.4,46,M,unmarried,10,personal,1,Y,Y,Imported,0
1.6,46,M,married,10,personal,1,Y,N,Domestic,82.8
1.8,46,M,married,10,company,1,Y,N,Domestic,0
1.8,46,M,married,10,personal,1,Y,Y,Domestic,0
1.6,45,F,married,10,personal,1,Y,N,Domestic,424
1.8,45,M,married,10,company,1,Y,N,Domestic,0
1.3,44,M,married,10,personal,1,Y,Y,Domestic,440
1.8,44,M,married,10,personal,1,Y,N,Domestic,654.1
2,44,M,married,10,personal,1,Y,N,Domestic,0
1.6,43,M,married,10,personal,1,Y,N,Domestic,0
1.8,43,M,married,10,company,1,Y,Y,Domestic,0
1.8,42,F,married,10,personal,1,Y,N,Domestic,0
1.8,41,M,married,10,company,1,Y,N,Domestic,0
1.8,41,M,married,10,company,1,Y,Y,Imported,0
1.8,41,M,married,10,personal,1,Y,N,Domestic,0
1.8,41,M,married,10,personal,1,Y,N,Imported,0
2,40,F,married,10,company,1,N,Y,Domestic,584.8
2.4,40,F,married,10,personal,1,Y,Y,Imported,0
1.8,39,M,married,10,personal,1,Y,N,Imported,2080
1.8,37,M,married,10,company,1,Y,N,Domestic,244.7
1.8,36,M,married,10,personal,1,Y,Y,Domestic,0
1.4,35,M,married,10,personal,1,Y,N,Domestic,320
1.8,35,M,married,10,personal,1,Y,N,Domestic,1003
2,35,M,married,10,government,1,Y,Y,Imported,0
2,35,M,married,10,personal,1,Y,Y,Domestic,0
1.6,34,M,married,10,company,1,Y,N,Domestic,0
1.6,33,M,married,10,personal,1,Y,N,Domestic,0
1.6,33,M,married,10,company,1,Y,N,Domestic,0
1.8,33,M,married,10,company,1,Y,N,Domestic,0
1.8,33,M,married,10,company,1,Y,N,Domestic,0
1.8,33,M,married,10,company,1,Y,N,Domestic,0
1.8,33,M,married,10,company,1,Y,N,Domestic,0
1.8,33,M,married,10,company,1,Y,N,Imported,0
1.8,33,M,married,10,personal,1,Y,Y,Imported,0
1.8,33,F,married,10,personal,1,Y,Y,Imported,0
1.8,33,M,married,10,personal,1,Y,N,Imported,3443.2
1.8,33,M,married,10,company,1,Y,N,Domestic,8418.4
2,33,M,married,10,government,1,Y,N,Domestic,1062.4
2.5,33,M,married,10,company,1,Y,N,Imported,0
2.8,33,M,married,10,company,1,Y,N,Imported,0
1.3,32,M,married,10,personal,1,Y,N,Imported,0
1.6,32,M,married,10,government,1,Y,N,Domestic,0
1.8,32,M,married,10,company,1,Y,N,Domestic,0
2.3,32,M,married,10,personal,1,Y,N,Imported,0
3,32,M,married,10,company,1,Y,N,Imported,3529.6
1.8,31,M,married,10,government,1,Y,N,Domestic,0
1.8,31,M,married,10,personal,1,Y,N,Domestic,0
1.8,30,M,married,10,personal,1,Y,N,Imported,0
2,33,M,married,9,company,10,N,N,Domestic,0
2,33,M,married,9,company,10,N,N,Imported,0
1.8,51,M,married,9,company,9,Y,N,Domestic,0
1.8,42,M,married,9,personal,9,Y,N,Domestic,0
1.8,39,M,married,9,company,9,Y,Y,Domestic,0
2.2,39,M,married,9,personal,9,Y,Y,Imported,0
1.8,37,M,married,9,personal,9,Y,N,Domestic,1680
2,33,M,married,9,company,9,Y,Y,Domestic,0
1.8,27,M,married,9,personal,9,Y,N,Domestic,0
3,48,M,married,9,company,8,Y,Y,Imported,0
1.6,42,M,married,9,government,8,Y,N,Domestic,0
1.6,42,M,married,9,personal,8,N,Y,Domestic,560
2,40,M,married,9,government,8,Y,N,Imported,0
1.8,34,M,married,9,company,8,N,Y,Domestic,720
2,34,M,married,9,company,8,Y,N,Imported,0
1.8,33,M,married,9,government,8,Y,N,Domestic,0
1.8,48,M,married,9,company,7,Y,N,Domestic,4480
2,43,M,married,9,personal,7,Y,Y,Imported,0
1.2,41,M,married,9,personal,7,Y,N,Domestic,0
1.6,40,M,married,9,government,7,N,N,Domestic,0
1.8,37,M,married,9,company,7,Y,N,Domestic,0
1.8,36,M,married,9,personal,7,N,N,Domestic,0
1.2,32,M,married,9,personal,7,Y,N,Domestic,0
1.8,31,M,married,9,government,7,Y,N,Imported,0
1.8,31,M,married,9,personal,7,Y,N,Domestic,294.4
2.2,31,M,married,9,government,7,Y,N,Imported,0
1.5,30,M,married,9,company,7,N,N,Imported,0
1.6,30,M,married,9,government,7,Y,N,Domestic,0
1.8,28,M,married,9,company,7,N,N,Domestic,0
2,40,M,married,9,company,6,Y,N,Imported,0
1.8,37,M,married,9,company,6,Y,N,Domestic,120
1.8,36,M,married,9,personal,6,Y,Y,Domestic,0
1.8,33,M,married,9,personal,6,Y,Y,Domestic,0
2,50,M,married,9,company,5,Y,N,Domestic,0
1.8,47,M,married,9,company,5,N,N,Domestic,0
2,47,M,unmarried,9,company,5,N,Y,Imported,0
1.8,41,M,married,9,government,5,Y,N,Domestic,0
3,41,M,married,9,company,5,Y,Y,Imported,2070
1.8,40,M,married,9,company,5,Y,N,Domestic,0
2,33,M,married,9,personal,5,Y,N,Domestic,0
1.8,32,M,married,9,personal,5,Y,N,Domestic,1269.6
1.8,31,M,married,9,government,5,Y,N,Domestic,0
1.4,29,M,married,9,company,5,Y,Y,Domestic,0
1.8,29,M,unmarried,9,government,5,Y,N,Domestic,0
1.8,42,M,married,9,personal,4,Y,Y,Domestic,0
1.8,41,M,married,9,personal,4,Y,N,Domestic,801.3
1.8,38,M,married,9,government,4,Y,N,Domestic,0
1.8,38,M,married,9,company,4,Y,N,Domestic,0
1.8,37,M,married,9,company,4,N,N,Imported,0
1.6,35,M,married,9,personal,4,Y,N,Domestic,0
1.9,32,M,married,9,company,4,Y,N,Domestic,0
1.8,31,M,married,9,company,4,Y,N,Domestic,0
2.8,28,M,married,9,government,4,Y,N,Imported,0
1.6,52,M,married,9,personal,3,Y,N,Domestic,0
1.6,51,M,married,9,company,3,N,Y,Domestic,0
1.8,46,M,married,9,personal,3,Y,N,Domestic,0
2,45,M,married,9,personal,3,Y,Y,Imported,0
1.8,42,M,married,9,personal,3,Y,N,Imported,640
1.8,42,M,married,9,personal,3,Y,N,Domestic,823
1.6,41,M,married,9,personal,3,Y,N,Domestic,0
1.6,40,M,married,9,personal,3,N,Y,Domestic,0
1.8,40,M,married,9,government,3,N,Y,Domestic,0
1.6,39,M,married,9,personal,3,Y,N,Domestic,0
1.8,39,M,married,9,personal,3,Y,N,Domestic,0
2,38,F,married,9,company,3,Y,N,Imported,0
1.8,37,M,married,9,personal,3,Y,N,Domestic,332
2.3,34,M,married,9,company,3,Y,N,Imported,0
2.2,33,M,married,9,government,3,Y,Y,Domestic,0
1.8,32,M,married,9,company,3,Y,Y,Domestic,0
1.8,29,M,married,9,company,3,Y,N,Domestic,0
1.8,28,M,married,9,company,3,N,N,Domestic,303
2.5,64,M,married,9,personal,2,Y,Y,Imported,0
1.8,47,M,married,9,personal,2,Y,N,Imported,0
1.8,43,M,married,9,personal,2,Y,N,Domestic,0
1.8,43,M,married,9,personal,2,N,Y,Domestic,0
2,42,M,married,9,company,2,Y,N,Domestic,0
2.3,39,M,married,9,personal,2,Y,N,Imported,0
1.8,38,M,married,9,company,2,Y,N,Domestic,0
1.8,37,M,married,9,personal,2,Y,N,Domestic,0
1.8,36,F,married,9,personal,2,Y,N,Domestic,1766.4
2.3,36,M,married,9,company,2,N,Y,Imported,0
2.3,36,M,married,9,personal,2,Y,Y,Imported,0
1.8,33,M,married,9,personal,2,Y,N,Domestic,0
1.8,32,M,married,9,government,2,Y,N,Domestic,0
1.8,32,M,married,9,company,2,Y,Y,Imported,0
1.6,31,M,married,9,company,2,Y,N,Domestic,0
1.6,31,M,married,9,personal,2,Y,N,Domestic,0
1.8,31,M,married,9,government,2,Y,N,Domestic,0
1.3,64,F,married,9,personal,1,Y,N,Domestic,440
2,53,M,married,9,personal,1,Y,N,Domestic,0
1.8,51,M,married,9,company,1,Y,N,Domestic,0
2,51,M,married,9,personal,1,N,N,Imported,0
1.6,49,M,married,9,personal,1,Y,N,Domestic,240
3,49,M,married,9,personal,1,Y,Y,Imported,0
1.3,48,M,married,9,personal,1,Y,N,Domestic,1040
2,48,M,married,9,personal,1,Y,Y,Domestic,248
1.8,47,M,married,9,personal,1,Y,N,Domestic,0
1.8,47,M,married,9,personal,1,Y,Y,Domestic,0
1.8,46,M,married,9,personal,1,Y,Y,Imported,422.4
2.5,46,M,married,9,personal,1,N,Y,Imported,0
1.6,45,M,married,9,personal,1,Y,N,Domestic,0
1.6,45,F,married,9,personal,1,Y,N,Domestic,0
1.6,45,F,married,9,personal,1,Y,N,Imported,1126.1
1.8,44,F,married,9,personal,1,Y,N,Domestic,400
2.4,43,M,married,9,company,1,Y,Y,Domestic,0
2,42,M,married,9,personal,1,Y,Y,Domestic,1300.5
1.6,41,M,married,9,personal,1,Y,N,Domestic,0
1.6,41,M,married,9,personal,1,Y,N,Domestic,668
1.8,41,M,married,9,personal,1,Y,N,Domestic,0
1.8,41,M,married,9,personal,1,Y,Y,Imported,37200
1,40,F,married,9,personal,1,Y,Y,Domestic,0
1.6,40,M,married,9,personal,1,Y,N,Imported,0
1.8,40,M,married,9,personal,1,Y,Y,Domestic,0
2.2,40,M,married,9,company,1,Y,N,Imported,0
1.8,39,M,married,9,personal,1,Y,N,Domestic,0
1.8,39,M,married,9,company,1,Y,N,Imported,800
1.8,38,F,married,9,personal,1,Y,N,Domestic,0
1.8,38,M,married,9,personal,1,Y,Y,Domestic,0
1.8,37,M,married,9,personal,1,Y,Y,Imported,0
1.8,37,F,married,9,company,1,Y,N,Domestic,0
2,37,M,unmarried,9,company,1,Y,Y,Imported,0
1.8,35,M,married,9,company,1,Y,N,Imported,0
2,35,M,married,9,personal,1,Y,N,Domestic,1172
1.2,34,M,married,9,personal,1,Y,N,Domestic,0
1.3,34,M,married,9,personal,1,Y,N,Domestic,0
1.8,34,M,married,9,personal,1,Y,N,Domestic,0
2.3,34,M,married,9,personal,1,Y,N,Imported,390
1.6,32,M,married,9,personal,1,Y,N,Imported,0
1.8,32,M,married,9,personal,1,Y,N,Domestic,0
2,32,M,married,9,company,1,Y,Y,Imported,0
2,32,M,married,9,personal,1,Y,N,Imported,0
2.2,32,M,married,9,personal,1,Y,N,Imported,0
1.8,31,M,married,9,company,1,N,N,Domestic,0
1.8,31,M,married,9,government,1,Y,N,Imported,0
1,30,M,married,9,personal,1,Y,N,Domestic,0
1.8,30,M,married,9,personal,1,Y,N,Imported,0
2,30,M,married,9,personal,1,Y,N,Domestic,0
1.8,29,M,married,9,government,1,Y,Y,Imported,0
1.8,37,M,married,8,personal,10,Y,N,Domestic,0
1.2,35,M,married,8,personal,10,Y,N,Domestic,4530.1
